assignee_name,fyear,patnum
avl gesellschaft fur verbrennungskraftmaschinen und messtechnik m.b.h.,1996.0,7
avl gesellschaft fur verbrennungskraftmaschinen und messtechnik m.b.h. prof.dr.dr.h.c. hans list,1997.0,1
"avl gesellschaft fur verbrennungskraftmaschinen und messtechnik m.b.h.,",1986.0,1
avl gesellschaft fur verbrennungskraftmaschinen und messtechnik mbh,1981.0,1
avl gesellschaft fur verbrennungskraftmaschinen und messtechnik mbh,1984.0,1
avl gesellschaft fur verbrennungskraftmaschinen und messtechnik mbh,1988.0,1
"avl gesellschaft fur verbrennungskraftmaschinen und messtechnik mbh,",1984.0,1
avl gesellschaft fur verbrennungskraftmaschinen und messtechnik mbh.,1984.0,1
avl gesellschaft fur verbrennungskraftmaschinen und messtechnik mbh.,1993.0,1
avl gesellschaft fur verbrennungskraftmaschinen und messtechnik mbh.,1996.0,1
avl gesellschaft fur verbrennungskraftmaschinen und mestechnik m.b.h.,1993.0,1
avl list gmbh,1997.0,3
avl list gmbh,1998.0,7
avl list gmbh,1999.0,11
avl list gmbh,2000.0,5
avl list gmbh,2001.0,11
avl list gmbh,2002.0,24
avl list gmbh,2003.0,12
avl list gmbh,2004.0,5
avl list gmbh,2005.0,6
avl list gmbh,2006.0,2
avl list gmbh,2007.0,4
avl list gmbh,2008.0,7
avl list gmbh,2009.0,2
avl list gmbh,2010.0,7
avl list gmbh,2011.0,3
avl list gmbh,2012.0,1
"avl north america, inc.",2011.0,1
"avl powertrain engineering, inc.",1997.0,1
"avl powertrain engineering, inc.",1998.0,2
avm corporation,1980.0,1
"avon, inc.",1972.0,1
avto-waz volga automobile associated works,1992.0,1
avto-waz volga automovile associated works,1992.0,1
ax-tec pty. ltd.,2000.0,1
axeon limited,2003.0,1
"ayres technologies, inc.",1980.0,1
"az industries, incorporated",1991.0,1
"az industries, incorporated",1995.0,1
"azapco, inc.",1972.0,1
azure dynamics inc.,2000.0,1
azure dynamics inc.,2002.0,1
"azure dynamics, inc.",2006.0,1
"azure dynamics, inc.",2007.0,1
b & b bologna di basaglia rubens e bollina ezio s.n.c.,1983.0,1
b & c enterprises,1980.0,1
"b & w diesel, a/s",1982.0,1
b b s.r.l.,1992.0,1
b&w diesel a/s,1982.0,1
b-art s.a.s.,1986.0,1
b-art s.r.l.,1988.0,1
"b. f. electronics, inc.",1988.0,1
"b.a. bodenheimer & co., inc.",1991.0,1
b.b.a. participaties b.v.,2008.0,1
b.c.s. s.p.a.,1986.0,1
babcock-hitachi kabushiki kaisha,1985.0,1
babcock-hitachi kabushiki kaisha,2004.0,1
babcock; joseph t.,1973.0,1
babet; jean-michel,1983.0,1
babington; alan roger,2001.0,1
"backus devices, incorporated",1978.0,1
"baczek and james company, inc.",1976.0,1
bae systems controls,2001.0,1
bae systems controls inc.,2000.0,1
"bae systems controls, inc.",1998.0,1
"bae systems controls, inc.",1999.0,1
"bae systems controls, inc.",2001.0,1
bae systems hagglunds aktiebolag,2009.0,1
bae systems hagglunds aktiebolag,2010.0,1
bae systems information and electronic systems integration inc.,2006.0,1
"bahniuk, inc.",1998.0,1
"bailey and kimmel, inc.",1974.0,1
bailey; daniel d.,1982.0,1
baimler-benz aktiengesellschaft,1970.0,1
baitel; mike,1991.0,1
baitel; mike,1992.0,1
bakhtine; igor v.,2000.0,1
"baldwin filters, inc.",1997.0,1
"baldwin filters, inc.",2000.0,2
"baldwin filters, inc.",2001.0,1
"baldwin filters, inc.",2003.0,3
"baldwin filters, inc.",2009.0,1
ball; harry,1976.0,1
ballard power system ag,2001.0,2
ballard power systems ag,2001.0,3
ballard power systems corporation,2002.0,1
"ballard power systems, inc.",2001.0,1
ballmatic corporation,1971.0,1
"ballwin-washington, inc.",1983.0,1
balsiger; benno,1985.0,1
"bando chemical industries, ltd.",2004.0,1
"bando kiko co., ltd.",1991.0,2
"bando kiko co., ltd.",2004.0,1
"bando kiko co., ltd.",2006.0,2
"bando kiko, ltd.",1989.0,1
bang h. mo,1987.0,1
baralaba pty. limited,1984.0,1
barber colman company,1970.0,1
barber industries ltd.,1991.0,1
barber industries ltd.,1992.0,1
"barber industries, inc.",1996.0,1
barber-coleman company,1987.0,1
barber-colman company,1976.0,1
barber-colman corporation,1995.0,1
barbron corporation,1973.0,1
barbron corporation,1975.0,1
barbron corporation,1992.0,1
barcarole limited,2007.0,1
barclay; stanton d.,1992.0,1
bardon research and development limited,1969.0,1
bardon research and development limited,1973.0,1
bardon research and development limited,1974.0,1
baribunma holdings limited,2002.0,1
barnes group inc.,1978.0,1
barnett; franklin e.,1993.0,1
baron hire limited,1979.0,1
barone; frank,2006.0,1
barrack combustion process pty ltd.,2002.0,2
"barrack combustion process pty, ltd.",2002.0,1
barrack technology,1984.0,1
barrack technology limited,1988.0,2
barrack technology limited,1990.0,5
barry; kathleen c.,1994.0,1
barry; kathleen c.,1996.0,1
basf aktiengesellschaft,2001.0,2
basf aktiengesellschaft,2003.0,1
basf catalysts llc,2004.0,1
basf catalysts llc,2005.0,1
basf catalysts llc,2009.0,1
basf corporation,1996.0,4
basf corporation,1997.0,1
basf corporation,1998.0,1
basf corporation,2000.0,1
basf corporation,2009.0,1
basf corporation,2010.0,1
"basf corporation,",2005.0,1
basf se,2008.0,1
basf wyandotte corporation,1971.0,1
basset bretogne loire-b.b.l.,1978.0,1
basso industry corp.,2009.0,1
batchelar; ian howard,1983.0,1
"battele energy alliance, llc",2003.0,1
battelle development corporation,1980.0,1
battelle development corporation,1982.0,1
battelle development corporation,1983.0,1
battelle development corporation,1984.0,1
"battelle energy alliance, llc",2005.0,1
"battelle energy alliance, llc",2006.0,1
battelle memorial institute,1990.0,1
battelle memorial institute,2000.0,1
battelle-institut e.v.,1982.0,1
battelle-institut e.v.,1990.0,1
"battery power unit co., inc.",1968.0,1
"bauer processed air, inc.",1989.0,1
bavarische motoren werke aktiengesellschaft,2000.0,1
"baxter travenol laboratories, inc.",1987.0,1
bayer aktiengesellschaft,1978.0,1
bayer aktiengesellschaft,1982.0,1
bayer aktiengesellschaft,1985.0,1
bayer aktiengesellschaft,1995.0,1
bayer aktiengesellschaft,2003.0,1
bayer corporation,2002.0,1
bayerische mortoren werke aktiengesellschaft,1998.0,1
bayerische moteren werke aktiehgesellschaft,2000.0,1
bayerische motoren ag,2001.0,1
bayerische motoren werke,1978.0,1
bayerische motoren werke,1980.0,1
bayerische motoren werke,1997.0,1
bayerische motoren werke,1998.0,2
bayerische motoren werke a.g.,1979.0,1
bayerische motoren werke a.g.,1980.0,1
bayerische motoren werke a.g.,1981.0,1
bayerische motoren werke a.g.,1982.0,1
bayerische motoren werke a.g.,1983.0,3
bayerische motoren werke a.g.,1985.0,3
bayerische motoren werke a.g.,1987.0,1
bayerische motoren werke ag,1975.0,1
bayerische motoren werke ag,1978.0,1
bayerische motoren werke ag,1980.0,1
bayerische motoren werke ag,1982.0,2
bayerische motoren werke ag,1983.0,3
bayerische motoren werke ag,1984.0,1
bayerische motoren werke ag,1985.0,2
bayerische motoren werke ag,1990.0,3
bayerische motoren werke ag,1991.0,2
bayerische motoren werke ag,1992.0,1
bayerische motoren werke ag,1993.0,1
bayerische motoren werke ag,1994.0,4
bayerische motoren werke ag,1995.0,3
bayerische motoren werke ag,1996.0,1
bayerische motoren werke ag,1997.0,2
bayerische motoren werke ag,1998.0,1
bayerische motoren werke ag,2002.0,1
bayerische motoren werke ag,2003.0,2
bayerische motoren werke ag,2004.0,1
bayerische motoren werke ag,2005.0,3
bayerische motoren werke ag,2011.0,1
bayerische motoren werke aktiengelsellschaft,2009.0,1
bayerische motoren werke aktiengesellscaft,1997.0,1
bayerische motoren werke aktiengesellscahaft,2008.0,1
bayerische motoren werke aktiengesellschaft,1973.0,1
bayerische motoren werke aktiengesellschaft,1974.0,1
bayerische motoren werke aktiengesellschaft,1975.0,1
bayerische motoren werke aktiengesellschaft,1977.0,2
bayerische motoren werke aktiengesellschaft,1978.0,3
bayerische motoren werke aktiengesellschaft,1979.0,2
bayerische motoren werke aktiengesellschaft,1980.0,2
bayerische motoren werke aktiengesellschaft,1981.0,1
bayerische motoren werke aktiengesellschaft,1982.0,8
bayerische motoren werke aktiengesellschaft,1984.0,1
bayerische motoren werke aktiengesellschaft,1985.0,2
bayerische motoren werke aktiengesellschaft,1986.0,6
bayerische motoren werke aktiengesellschaft,1987.0,1
bayerische motoren werke aktiengesellschaft,1988.0,1
bayerische motoren werke aktiengesellschaft,1994.0,4
bayerische motoren werke aktiengesellschaft,1995.0,1
bayerische motoren werke aktiengesellschaft,1996.0,11
bayerische motoren werke aktiengesellschaft,1997.0,6
bayerische motoren werke aktiengesellschaft,1998.0,5
bayerische motoren werke aktiengesellschaft,1999.0,12
bayerische motoren werke aktiengesellschaft,2000.0,12
bayerische motoren werke aktiengesellschaft,2001.0,11
bayerische motoren werke aktiengesellschaft,2002.0,5
bayerische motoren werke aktiengesellschaft,2003.0,2
bayerische motoren werke aktiengesellschaft,2004.0,1
bayerische motoren werke aktiengesellschaft,2005.0,8
bayerische motoren werke aktiengesellschaft,2006.0,16
bayerische motoren werke aktiengesellschaft,2007.0,9
bayerische motoren werke aktiengesellschaft,2008.0,26
bayerische motoren werke aktiengesellschaft,2009.0,12
bayerische motoren werke aktiengesellschaft,2010.0,2
bayerische motoren werke aktiengesellschaft,2011.0,7
bayerische motoren werke aktiengesellschaft,2012.0,5
bayerische motoren werke aktiengesellschaft,2013.0,3
bayerische motoren werke aktiengesellscht,2006.0,1
bayerische motoren werke atiengesellschaft,1997.0,1
bayerische motorenwerke ag,2001.0,1
bayerische motorenwerke aktiengesellschaft,2000.0,1
bayerische motorenwerke aktiengesellschaft,2002.0,1
bayerishce motoren werke aktiengesellschaft,1997.0,1
bayerishe motoren werke aktiengesellschaft,2008.0,1
bayersiche motoren werke aktiengesellschaft,2013.0,1
bbc ag brown boveri & cie,1980.0,1
bbc aktiengesellschaft,1977.0,1
"bbc aktiengesellschaft, brown, boveri & cie.",1980.0,1
bbc brown boveri & company limited,1973.0,1
bbc brown boveri & company limited,1976.0,1
bbc brown boveri & company limited,1977.0,1
bbc brown boveri ag,1987.0,2
bbc brown boveri ag,1988.0,2
"bbc brown, boveri & co., ltd.",1981.0,1
"bbc brown, boveri & company limited",1977.0,1
"bbc brown, boveri & company limited",1980.0,1
"bbc brown, boveri & company limited",1987.0,1
"bbc brown, boveri & company, limited",1978.0,1
"bbc brown, boveri & company, limited",1982.0,2
"bbc brown, boveri & company, limited",1983.0,1
"bbc brown, boveri & company, limited",1984.0,3
"bbc brown, boveri & company, limited",1985.0,3
"bbc brown, boveri & company, limited",1986.0,2
"bbc brown, boveri ltd.",1987.0,1
"bbl technologies, inc.",1998.0,1
bc ltd.,2005.0,1
bcds corporation,1984.0,1
"beacon power systems, inc.",1995.0,1
beaird-poulan division of emerson electric co.,1979.0,1
"beaird-poulan, inc.",1972.0,1
bear automotive service equipment company,1990.0,1
bechtel bwxt idaho llc,2002.0,1
"bechtel bwxt idaho, llc",2000.0,1
"bechtel bwxt idaho, llc",2002.0,1
"bechtel bwxt idaho, llc",2003.0,1
becker; walter,1969.0,1
"beckman instruments, inc.",1978.0,1
beeston company limited,1974.0,1
beeston company limited,1981.0,1
"behr america, inc.",1997.0,1
"behr america, inc.",1999.0,1
"behr america, inc.",2003.0,1
"behr america, inc.",2008.0,1
"behr america, inc.",2012.0,1
behr gmbh & co.,1991.0,1
behr gmbh & co.,1992.0,1
behr gmbh & co.,1995.0,4
behr gmbh & co.,1996.0,3
behr gmbh & co.,1997.0,2
behr gmbh & co.,1998.0,4
behr gmbh & co.,1999.0,2
behr gmbh & co.,2001.0,1
behr gmbh & co.,2002.0,3
behr gmbh & co.,2003.0,1
behr gmbh & co. kg,2003.0,5
behr gmbh & co. kg,2004.0,6
behr gmbh & co. kg,2005.0,5
behr gmbh & co. kg,2006.0,8
behr gmbh & co. kg,2007.0,4
behr gmbh & co. kg,2008.0,3
behr gmbh & co. kg,2009.0,3
behr gmbh & co. kg,2010.0,1
behr gmbh & co. kg,2011.0,3
behr gmbh & co. kg,2012.0,4
"behr gmbh & co., kg",2006.0,1
behr gmbh & co.kg,2007.0,1
behr industrietechnik gmbh & co.,2000.0,1
behr thermot-tronik gmbh,2001.0,3
behr thermot-tronik gmbh,2002.0,1
behr thermot-tronik gmbh,2004.0,1
behr thermot-tronik gmbh,2005.0,1
behr thermot-tronik gmbh,2006.0,1
behr thermot-tronik gmbh,2007.0,2
behr thermot-tronik gmbh,2008.0,1
"behr thermot-tronik gmbh & co,",2001.0,1
behr thermot-tronik gmbh & co.,1995.0,1
behr thermot-tronik gmbh & co.,1997.0,1
behr thermot-tronik gmbh & co.,1998.0,1
behr thermot-tronik gmbh & co.,1999.0,1
behr thermot-tronik italia s.p.a.,1999.0,1
behr thermotronik gmbh & co.,2000.0,1
behr-thompson-dehnstoffregler gmbh & co.,1991.0,1
behr-thomson degnstoffregler gmbh,1984.0,1
behr-thomson dehnstoffregler gmbh,1984.0,1
behr-thomson dehnstoffregler gmbh,1988.0,1
behr-thomson dehnstoffregler gmbh,1995.0,1
behr-thomson-dehnstoffregler gmbh,1992.0,1
behr-thomson-dehnstoffregler gmbh & co.,1992.0,1
behr-thomson-dehnstoffregler gmbh & co.,1994.0,2
behr-thomson-dehnstoffregler gmbh & co.,1996.0,1
beijing firstar new technology development co.,2001.0,1
"beijing sinocep engine technology co., ltd.",2010.0,1
bekama ag,1972.0,1
bell manufacturing company,1984.0,1
bellens; marcel,2000.0,1
beloit college,1969.0,1
beloit college,1972.0,2
bender gmbh & co. kg,2011.0,1
bendix commercial vehicle systems llc,2003.0,2
bendix commercial vehicle systems llc,2006.0,2
bendix commercial vehicle systems llc,2010.0,3
bendix commercial vehicle systems llc,2011.0,4
bendix commercial vehicle systems llc,2012.0,1
"bendix commercial vehicle systems, llc",2003.0,1
bendix corporation,1982.0,1
bendix electronics limited,1986.0,1
bendix electronics limited,1987.0,1
bendix electronics limited,1988.0,1
bendix electronics s.a.,1985.0,1
bendix electronics s.a.,1987.0,2
bendix electronics s.a.,1988.0,2
bendix engine components limited,1985.0,1
bendix spicer foundation brake llc,2011.0,1
"benmaxx, llc",2005.0,1
bennett automotive technology pty. ltd.,1987.0,1
"bennett automotive technology pty., ltd.",1987.0,2
benson; william h.,1992.0,1
benteler ag,1999.0,1
benteler automobil technik gmbh,2005.0,1
benteler automobiltechnik gmbh,2004.0,1
benteler automobiltechnik gmbh,2007.0,1
benteler automobiltechnik gmbh,2010.0,2
"benwilco, inc.",1972.0,1
"benwilco, inc.",1977.0,1
benz vehicle corporation,1974.0,1
berchem & schaberg gmbh,1983.0,1
berchem & schaberg gmbh,1986.0,1
berchem & schaberg gmbh,1989.0,1
"bergische metallwarenfabrik, dillenberg & co.",1996.0,1
"bergmen engineering, inc.",2006.0,1
"bergstrom, inc.",2006.0,2
"bergstrom, inc.",2009.0,1
bern autiengesellschaft,2008.0,1
bernard-moteurs,1976.0,1
berth wikstrom ab,1974.0,1
beru ag,1999.0,3
beru ag,2000.0,7
beru ag,2001.0,3
beru ag,2002.0,7
beru ag,2003.0,2
beru ag,2004.0,3
beru ag,2005.0,1
beru ag,2006.0,1
beru ag,2008.0,1
beru aktiengesellschaft,2006.0,1
beru aktiengesellschaft,2008.0,2
beru aktiengesellschaft,2009.0,1
beru ruprecht gmbh & co.,1996.0,1
beru ruprecht gmbh & co. kg,1986.0,3
beru ruprecht gmbh & co. kg,1989.0,2
beru ruprecht gmbh & co. kg,1992.0,1
beru ruprecht gmbh & co. kg,1993.0,2
beru ruprecht gmbh & co. kg,1994.0,3
beru ruprecht gmbh & co. kg,1997.0,2
"beru ruprecht gmbh & co., kg",1991.0,1
"beru, ruprecht gmbh & co. kg",1996.0,1
"beru-werk albert ruprecht gmbh & co., k.g.",1981.0,1
"better burn, llc",2003.0,1
"better burn, llc",2004.0,1
better place gmbh,2009.0,2
better place gmbh,2010.0,1
better place gmbh,2011.0,1
bevill; fred,1988.0,1
beyerische motoren werke aktiengesellschaft,2006.0,1
"bg 300, inc.",1992.0,2
"bg 300, inc.",1997.0,1
bg plc,1996.0,1
"bg products, inc.",1996.0,1
"bg products, inc.",2001.0,1
"bg products, inc.",2003.0,1
bg soflex llc,2003.0,1
"bg soflex, llc",2007.0,2
"bg soflex, llc",2011.0,1
bgwtech inc.,2006.0,1
"bi-phase technologies, l.l.c.",1999.0,2
"bi-phase technologies, llc",2004.0,1
"big bang co., ltd.",1997.0,1
biga' italia s.r.l.,2000.0,1
biljanic; matt,1985.0,1
bill j. hays international inc.,1974.0,1
billcon corporation,1995.0,1
"billet specialties, inc.",2006.0,1
"billet specialties, inc.",2010.0,1
billings energy corporation,1975.0,1
billings energy corporation,1977.0,2
billings energy corporation,1978.0,1
billings energy corporation,1980.0,1
billings energy research corporation,1975.0,2
"bimota, s.p.a.",1993.0,1
"biocom pty, ltd.",1991.0,1
biocom pty. ltd.,1991.0,1
"biondo racing products, inc.",1996.0,1
"birckbichler engine research, inc.",1998.0,1
birmingham small arms company limited,1974.0,1
birmingham small arms company limited,1976.0,1
bishop innovation limited,2001.0,1
bishop innovation limited,2002.0,1
bishop innovation limited,2005.0,5
"bisnes mauleg, inc.",1997.0,1
biton s.p.a.,1998.0,1
"bjork investment group, inc.",1993.0,1
"bkm, inc.",1985.0,1
"bkm, inc.",1993.0,1
"bkm, inc.",1996.0,1
bl cars limited,1980.0,1
bl technology limited,1983.0,1
bl technology limited,1984.0,1
black & decker inc.,1982.0,1
black & decker inc.,2005.0,1
black & decker inc.,2008.0,1
black; gregory,1997.0,1
black; gwendolyn,1997.0,1
blackstone corporation,1978.0,1
bland; edward floyd,1971.0,1
"blaser engine, ltd.",1977.0,1
blastcrete equipment company,1987.0,1
"blau international, ges.m.b.h.",1998.0,1
bloom; leonard,2008.0,1
blue chip diesel performance,2000.0,1
"blue comet ventures, llc",2011.0,1
bluebotics sa,2011.0,1
bluskies international llc,2010.0,1
"bluskies international, inc.",2009.0,1
bmw,1988.0,1
bmw ag,1992.0,1
bnsf railway company,2010.0,1
bnsf railway company,2011.0,1
boa balg-und kompensatoren-technologie gmbh,2009.0,1
"boahsin industrial co., ltd.",1999.0,1
"board of regents of the university and college system of nevada, on behalf of the university of nevada, reno",2005.0,1
"board of regents, the university of texas system",1990.0,1
"board of regents, the university of texas system",1991.0,1
"board of regents, the university of texas system",1994.0,1
"board of regents, the university of texas system",2009.0,1
"board of regents, the university of texas systems",1987.0,1
board of trustees of michigan state university,2005.0,1
board of trustees operating michigan state university,1996.0,1
board of trustees operating michigan state university,1997.0,1
boaz; fred,1972.0,1
bocar s.a. c.v.,1995.0,1
boehringer ingelheim gmbh,1971.0,1
bolonkin; alexander,2000.0,1
bolt beranek and newman inc.,1980.0,1
"bomag gmbh & co., ohg",2002.0,1
bombadier inc.,1996.0,1
bombardier inc.,1990.0,1
bombardier inc.,1997.0,1
bombardier inc.,1998.0,1
bombardier inc.,2000.0,1
bombardier inc.,2001.0,1
bombardier inc.,2002.0,1
bombardier limited,1972.0,1
bombardier limited,1973.0,1
bombardier limited,1974.0,1
bombardier limited,1977.0,1
bombardier motor,2000.0,1
bombardier motor corperation of america,1999.0,1
bombardier motor corporation,2000.0,1
bombardier motor corporation america,2002.0,1
bombardier motor corporation of america,1996.0,1
bombardier motor corporation of america,1998.0,1
bombardier motor corporation of america,1999.0,5
bombardier motor corporation of america,2000.0,32
bombardier motor corporation of america,2001.0,2
bombardier motor corporation of america,2002.0,4
bombardier motor corporation of american,2000.0,1
bombardier recreational products inc,2003.0,1
bombardier recreational products inc.,2000.0,3
bombardier recreational products inc.,2001.0,1
bombardier recreational products inc.,2002.0,4
bombardier recreational products inc.,2003.0,6
bombardier recreational products inc.,2004.0,3
bombardier recreational products inc.,2007.0,3
bombardier recreational products inc.,2008.0,2
bombardier recreational products inc.,2010.0,1
bombardier recreational products inc.,2012.0,2
"bombardier recreational products, inc.",2003.0,1
"bombardier recreational products, inc.",2013.0,1
bombardier transportation gmbh,2010.0,1
bombardier transportation gmbh,2011.0,1
bombardier-rotax g.m.b.h.,1981.0,1
bombardier-rotax gesellschaft m.b.h.,1979.0,1
bombardier-rotax gesellschaft m.b.h.,1982.0,1
bombardier-rotax gesellschaft m.b.h.,1985.0,1
bombardier-rotax gesellschaft m.b.h.,1996.0,1
bombardier-rotax gesellschaft mbh,1982.0,1
bombardier-rotax gesellschaft mbh,1999.0,1
bombardier-rotax gmbh,2000.0,2
bombardier-rotax gmbh,2001.0,7
bonnell; randall z.,2007.0,1
bontaz centre,2002.0,1
bontaz centre,2003.0,1
bontaz centre,2004.0,2
bontaz centre,2006.0,1
bontaz centre,2008.0,1
"bontaz centre, societe anonyme",1997.0,1
"bonutti il, llc",2004.0,1
boondocker llc,2005.0,1
bordini engineering s.r.l.,2006.0,1
borg warner inc.,1999.0,1
borg warner inc.,2009.0,1
"borg warner, inc.",2001.0,3
borg-warner automotive electronic & mechanical systems corporation,1991.0,1
borg-warner automotive transmission & engine components corporation,1990.0,1
borg-warner automotive transmission & engine components corporation,1991.0,3
borg-warner automotive transmission & engine components corporation,1992.0,6
borg-warner automotive transmission and engine components corp.,1991.0,1
"borg-warner automotive, inc.",1986.0,1
"borg-warner automotive, inc.",1987.0,1
"borg-warner automotive, inc.",1989.0,1
"borg-warner automotive, inc.",1990.0,1
"borg-warner automotive, inc.",1992.0,1
"borg-warner automotive, inc.",1993.0,4
"borg-warner automotive, inc.",1994.0,2
"borg-warner automotive, inc.",1995.0,4
"borg-warner automotive, inc.",1996.0,4
"borg-warner automotive, inc.",1997.0,2
borg-warner corporation,1969.0,1
borg-warner corporation,1970.0,4
borg-warner corporation,1971.0,1
borg-warner corporation,1972.0,1
borg-warner corporation,1973.0,1
borg-warner corporation,1974.0,4
borg-warner corporation,1975.0,5
borg-warner corporation,1976.0,4
borg-warner corporation,1977.0,4
borg-warner corporation,1978.0,3
borg-warner corporation,1979.0,8
borg-warner corporation,1980.0,3
borg-warner corporation,1981.0,1
borg-warner corporation,1982.0,1
borg-warner corporation,1984.0,3
borg-warner transmission and engine components corporation,1988.0,1
borgo nova spa,1991.0,1
borgo-nova spa,1988.0,1
borgo-nova spa,1989.0,1
borgwarner beru systems gmbh,2008.0,1
borgwarner beru systems gmbh,2009.0,1
borgwarner beru systems gmbh,2010.0,7
borgwarner beru systems gmbh,2011.0,10
borgwarner beru systems gmbh,2012.0,2
"borgwarner beru systems, gmbh",2010.0,1
"borgwarner beru systems, gmbh",2012.0,1
"borgwarner emissions systems spain, s.l.",2006.0,1
borgwarner inc.,1997.0,1
borgwarner inc.,1998.0,2
borgwarner inc.,1999.0,7
borgwarner inc.,2000.0,13
borgwarner inc.,2001.0,10
borgwarner inc.,2002.0,15
borgwarner inc.,2003.0,30
borgwarner inc.,2004.0,22
borgwarner inc.,2005.0,16
borgwarner inc.,2006.0,11
borgwarner inc.,2007.0,10
borgwarner inc.,2008.0,8
borgwarner inc.,2009.0,6
borgwarner inc.,2010.0,6
borgwarner inc.,2011.0,2
borgwarner inc.,2013.0,3
"borgwarner, inc.",2000.0,1
"borgwarner, inc.",2001.0,4
"borgwarner, inc.",2002.0,2
"borgwarner, inc.",2003.0,4
"borgwarner, inc.",2004.0,1
"borgwarner, inc.",2005.0,2
"borgwarner, inc.",2006.0,2
"borgwarner, inc.",2007.0,3
"borgwarner, inc.",2009.0,2
"bornstein motor company, inc.",1993.0,2
borringia industrie ag,2005.0,1
bosch & pierburg system ohg,1980.0,2
bosch & pierburg system ohg,1981.0,2
bosch & pierburg system ohg,1982.0,1
bosch & pierburg system ohg,1983.0,1
bosch automotive motor systems corp.,1996.0,1
bosch automotive service solutions llc,2010.0,3
bosch automotive service solutions llc,2011.0,1
bosch automotive systems corporation,2001.0,4
bosch automotive systems corporation,2002.0,2
bosch automotive systems corporation,2003.0,7
bosch automotive systems corporation,2004.0,2
bosch automotive systems corporation,2005.0,1
bosch corporation,2002.0,1
bosch corporation,2005.0,2
bosch corporation,2006.0,3
bosch corporation,2007.0,2
bosch corporation,2008.0,6
bosch corporation,2009.0,3
bosch corporation,2012.0,1
bosch emission systems gmbh & co. kg,2009.0,1
bosch gmbh,1971.0,1
bosch mahle turbo systems gmbh & co. kg,2008.0,1
bosch rexroth ag,2000.0,1
bosch rexroth corporation,2001.0,1
bosch rexroth corporation,2002.0,2
bosch und pierburg system ohg,1980.0,2
"bosch, gmbh; robert",2009.0,1
bosch; robert,1982.0,1
bosch; robert,1997.0,1
bosch; robert gmbh,1987.0,1
bose corporation,2004.0,2
bose corporation,2006.0,2
boss components (australia) pty ltd,2002.0,1
bowles fluidics corporation,1971.0,1
bowles fluidics corporation,1983.0,1
bowles fluidics corporation,1989.0,1
bowling green state university,2000.0,1
bowling green state university,2002.0,1
bowling green state university,2006.0,2
bowpark developments limited,1973.0,1
boxx corp.,2011.0,1
boyd; darrell b.,1977.0,1
boyd; kathy sue,1977.0,1
"boyer & abbott enterprises, inc.",1970.0,1
boyertown auto body works,1970.0,1
boyesen; eyvind,1993.0,1
bp corporation north america inc,2009.0,1
bp corporation north america inc.,2002.0,1
bp corporation north america inc.,2010.0,2
bra gmbh,2004.0,1
"brainworks co., ltd.",1998.0,1
bralorne resources limited,1977.0,1
bralorne resources limited,1980.0,1
"brammo, inc.",2009.0,1
brant; benjamin,1985.0,1
braun; anton,1970.0,1
braun; anton,1973.0,1
"brb/sherline, inc.",2012.0,1
brecom subsidiary corporation no. 1,1993.0,1
"breed automotive technology, inc.",1997.0,1
brehon energy plc,2006.0,1
bremas s.p.a.,1990.0,1
brembo s.p.a.,1992.0,1
"brett enterprises, inc.",1981.0,1
bretton patents limited,1982.0,1
bri corporation,1971.0,1
brica engineering limited,1970.0,1
brico engineering company limited,1990.0,1
brico engineering limited,1969.0,5
brico engineering limited,1970.0,1
brico engineering limited,1971.0,1
brico engineering limited,1972.0,1
brico engineering limited,1975.0,1
brico engineering limited,1981.0,1
brico engineering limited,1990.0,1
bridgestone corporation,1988.0,1
bridgestone corporation,1998.0,1
brient; charles e,2010.0,1
brigg & stratton corporation,1988.0,1
briggs & stratton,1990.0,1
briggs & stratton,1991.0,1
briggs & stratton corp.,1985.0,1
briggs & stratton corp.,1987.0,1
briggs & stratton corp.,1990.0,2
briggs & stratton corp.,1991.0,1
briggs & stratton corp.,1992.0,1
briggs & stratton corporation,1969.0,2
briggs & stratton corporation,1970.0,1
briggs & stratton corporation,1972.0,3
briggs & stratton corporation,1973.0,2
briggs & stratton corporation,1974.0,2
briggs & stratton corporation,1975.0,6
briggs & stratton corporation,1976.0,1
briggs & stratton corporation,1978.0,3
briggs & stratton corporation,1980.0,2
briggs & stratton corporation,1981.0,4
briggs & stratton corporation,1985.0,1
briggs & stratton corporation,1986.0,1
briggs & stratton corporation,1988.0,6
briggs & stratton corporation,1989.0,6
briggs & stratton corporation,1990.0,10
briggs & stratton corporation,1991.0,5
briggs & stratton corporation,1992.0,10
briggs & stratton corporation,1993.0,4
briggs & stratton corporation,1994.0,3
briggs & stratton corporation,1995.0,6
briggs & stratton corporation,1996.0,4
briggs & stratton corporation,1997.0,6
briggs & stratton corporation,1998.0,3
briggs & stratton corporation,1999.0,4
briggs & stratton corporation,2000.0,7
briggs & stratton corporation,2001.0,14
briggs & stratton corporation,2002.0,10
briggs & stratton corporation,2003.0,7
briggs & stratton corporation,2004.0,6
briggs & stratton corporation,2005.0,7
briggs & stratton corporation,2006.0,3
briggs & stratton corporation,2007.0,4
briggs & stratton corporation,2008.0,3
briggs & stratton corporation,2009.0,7
briggs & stratton corporation,2010.0,6
briggs & stratton corporation,2011.0,3
briggs & stratton corporation,2012.0,4
briggs & stratton corporation,2013.0,2
