assignee_name,fyear,inv_name
automotive exhaust control corporation,1971.0,1
"automotive integrated electronics co., inc.",1992.0,1
automotive invention researchers (pty) limited,1980.0,3
"automotive motion technology, ltd.",2000.0,1
"automotive performance international, inc.",1994.0,2
"automotive performance, inc.",1969.0,2
automotive products ltd.,1975.0,2
automotive products plc,1988.0,2
"automotive racing products, inc.",1993.0,4
automotive research & test center,2010.0,8
automotive research & testing center,2012.0,4
"automotive test solutions, inc.",2003.0,6
"autonetworks technologies, ltd.",2001.0,18
"autosales, incorporated",1992.0,6
"autosales, incorporated",1994.0,2
"autosales, incorporated",2009.0,2
autospa corporation,1987.0,3
autotronic controls corp.,1978.0,5
autotronic controls corporation,1974.0,5
autotronic controls corporation,1976.0,5
autotronic controls corporation,1977.0,2
autotronic controls corporation,1993.0,3
autotronic controls corporation,1997.0,1
autotronic controls corporation,1998.0,4
autotronic controls corporation,1999.0,5
autotronic controls corporation,2001.0,4
autotronic controls corporation,2003.0,6
autotronic controls corporation,2004.0,14
autotronic controls corporation,2008.0,4
autotronic controls corporation,2010.0,2
"autotronic controls, corp.",1977.0,26
"autotronic controls, corp.",1979.0,3
autovalves engineering,1986.0,2
auve patentverwertungsgesellschaft mit beschrankter haftung,1976.0,2
"auxiliary power dynamics, inc.",1995.0,5
avakian; emik a.,1991.0,2
avalon research,1983.0,2
avalon research,1984.0,2
avb list gmbh,2000.0,4
avco corporation,1969.0,3
avco corporation,1971.0,3
avco corporation,1975.0,4
avco corporation,1978.0,7
avco corporation,1979.0,3
avco corporation,1980.0,6
avco corporation,1985.0,4
avco corporation,1989.0,6
avco corporation,1993.0,2
avia koncern,1990.0,9
avicon development group,1978.0,2
avidyne corporation,2004.0,6
avl gesellschaft,1990.0,6
avl gesellschaft fu/ r verbrennungskraftmaschinen und messtechnik m.b.h.,1990.0,6
"avl gesellschaft fuer verbrennungskraft-maschinen und messtechnik mbh,",1996.0,3
avl gesellschaft fur verbrennungskraftmaschinen und messtechnik,1984.0,1
avl gesellschaft fur verbrennungskraftmaschinen und messtechnik m.b.,1988.0,9
avl gesellschaft fur verbrennungskraftmaschinen und messtechnik m.b.h,1993.0,3
avl gesellschaft fur verbrennungskraftmaschinen und messtechnik m.b.h.,1983.0,9
avl gesellschaft fur verbrennungskraftmaschinen und messtechnik m.b.h.,1985.0,5
avl gesellschaft fur verbrennungskraftmaschinen und messtechnik m.b.h.,1986.0,12
avl gesellschaft fur verbrennungskraftmaschinen und messtechnik m.b.h.,1987.0,15
avl gesellschaft fur verbrennungskraftmaschinen und messtechnik m.b.h.,1988.0,10
avl gesellschaft fur verbrennungskraftmaschinen und messtechnik m.b.h.,1989.0,19
avl gesellschaft fur verbrennungskraftmaschinen und messtechnik m.b.h.,1990.0,23
avl gesellschaft fur verbrennungskraftmaschinen und messtechnik m.b.h.,1991.0,22
avl gesellschaft fur verbrennungskraftmaschinen und messtechnik m.b.h.,1992.0,6
avl gesellschaft fur verbrennungskraftmaschinen und messtechnik m.b.h.,1994.0,12
avl gesellschaft fur verbrennungskraftmaschinen und messtechnik m.b.h.,1995.0,6
avl gesellschaft fur verbrennungskraftmaschinen und messtechnik m.b.h.,1996.0,18
avl gesellschaft fur verbrennungskraftmaschinen und messtechnik m.b.h. prof.dr.dr.h.c. hans list,1997.0,4
"avl gesellschaft fur verbrennungskraftmaschinen und messtechnik m.b.h.,",1986.0,4
avl gesellschaft fur verbrennungskraftmaschinen und messtechnik mbh,1981.0,9
avl gesellschaft fur verbrennungskraftmaschinen und messtechnik mbh,1984.0,12
avl gesellschaft fur verbrennungskraftmaschinen und messtechnik mbh,1988.0,3
"avl gesellschaft fur verbrennungskraftmaschinen und messtechnik mbh,",1984.0,6
avl gesellschaft fur verbrennungskraftmaschinen und messtechnik mbh.,1984.0,2
avl gesellschaft fur verbrennungskraftmaschinen und messtechnik mbh.,1993.0,2
avl gesellschaft fur verbrennungskraftmaschinen und messtechnik mbh.,1996.0,3
avl gesellschaft fur verbrennungskraftmaschinen und mestechnik m.b.h.,1993.0,8
avl list gmbh,1997.0,25
avl list gmbh,1998.0,43
avl list gmbh,1999.0,75
avl list gmbh,2000.0,21
avl list gmbh,2001.0,54
avl list gmbh,2002.0,128
avl list gmbh,2003.0,53
avl list gmbh,2004.0,88
avl list gmbh,2005.0,73
avl list gmbh,2006.0,16
avl list gmbh,2007.0,43
avl list gmbh,2008.0,33
avl list gmbh,2009.0,36
avl list gmbh,2010.0,30
avl list gmbh,2011.0,36
avl list gmbh,2012.0,4
"avl north america, inc.",2011.0,2
"avl powertrain engineering, inc.",1997.0,1
"avl powertrain engineering, inc.",1998.0,4
avm corporation,1980.0,2
"avon, inc.",1972.0,1
avto-waz volga automobile associated works,1992.0,16
avto-waz volga automovile associated works,1992.0,16
ax-tec pty. ltd.,2000.0,1
axeon limited,2003.0,4
"ayres technologies, inc.",1980.0,6
"az industries, incorporated",1991.0,6
"az industries, incorporated",1995.0,4
"azapco, inc.",1972.0,4
azure dynamics inc.,2000.0,2
azure dynamics inc.,2002.0,2
"azure dynamics, inc.",2006.0,1
"azure dynamics, inc.",2007.0,2
b & b bologna di basaglia rubens e bollina ezio s.n.c.,1983.0,6
b & c enterprises,1980.0,1
"b & w diesel, a/s",1982.0,1
b b s.r.l.,1992.0,1
b&w diesel a/s,1982.0,1
b-art s.a.s.,1986.0,4
b-art s.r.l.,1988.0,3
"b. f. electronics, inc.",1988.0,2
"b.a. bodenheimer & co., inc.",1991.0,1
b.b.a. participaties b.v.,2008.0,1
b.c.s. s.p.a.,1986.0,1
babcock-hitachi kabushiki kaisha,1985.0,2
babcock-hitachi kabushiki kaisha,2004.0,16
babcock; joseph t.,1973.0,1
babet; jean-michel,1983.0,2
babington; alan roger,2001.0,1
"backus devices, incorporated",1978.0,2
"baczek and james company, inc.",1976.0,4
bae systems controls,2001.0,2
bae systems controls inc.,2000.0,4
"bae systems controls, inc.",1998.0,4
"bae systems controls, inc.",1999.0,2
"bae systems controls, inc.",2001.0,12
bae systems hagglunds aktiebolag,2009.0,3
bae systems hagglunds aktiebolag,2010.0,1
bae systems information and electronic systems integration inc.,2006.0,6
"bahniuk, inc.",1998.0,1
"bailey and kimmel, inc.",1974.0,2
bailey; daniel d.,1982.0,2
baimler-benz aktiengesellschaft,1970.0,1
baitel; mike,1991.0,2
baitel; mike,1992.0,2
bakhtine; igor v.,2000.0,2
"baldwin filters, inc.",1997.0,2
"baldwin filters, inc.",2000.0,8
"baldwin filters, inc.",2001.0,2
"baldwin filters, inc.",2003.0,8
"baldwin filters, inc.",2009.0,3
ball; harry,1976.0,2
ballard power system ag,2001.0,6
ballard power systems ag,2001.0,11
ballard power systems corporation,2002.0,9
"ballard power systems, inc.",2001.0,4
ballmatic corporation,1971.0,3
"ballwin-washington, inc.",1983.0,1
balsiger; benno,1985.0,2
"bando chemical industries, ltd.",2004.0,1
"bando kiko co., ltd.",1991.0,4
"bando kiko co., ltd.",2004.0,2
"bando kiko co., ltd.",2006.0,5
"bando kiko, ltd.",1989.0,3
bang h. mo,1987.0,2
baralaba pty. limited,1984.0,3
barber colman company,1970.0,2
barber industries ltd.,1991.0,2
barber industries ltd.,1992.0,1
"barber industries, inc.",1996.0,1
barber-coleman company,1987.0,3
barber-colman company,1976.0,5
barber-colman corporation,1995.0,2
barbron corporation,1973.0,1
barbron corporation,1975.0,1
barbron corporation,1992.0,1
barcarole limited,2007.0,3
barclay; stanton d.,1992.0,2
bardon research and development limited,1969.0,2
bardon research and development limited,1973.0,1
bardon research and development limited,1974.0,1
baribunma holdings limited,2002.0,1
barnes group inc.,1978.0,3
barnett; franklin e.,1993.0,1
baron hire limited,1979.0,2
barone; frank,2006.0,2
barrack combustion process pty ltd.,2002.0,5
"barrack combustion process pty, ltd.",2002.0,4
barrack technology,1984.0,3
barrack technology limited,1988.0,36
barrack technology limited,1990.0,45
barry; kathleen c.,1994.0,1
barry; kathleen c.,1996.0,1
basf aktiengesellschaft,2001.0,9
basf aktiengesellschaft,2003.0,4
basf catalysts llc,2004.0,4
basf catalysts llc,2005.0,9
basf catalysts llc,2009.0,6
basf corporation,1996.0,14
basf corporation,1997.0,2
basf corporation,1998.0,6
basf corporation,2000.0,5
basf corporation,2009.0,3
basf corporation,2010.0,7
"basf corporation,",2005.0,6
basf se,2008.0,6
basf wyandotte corporation,1971.0,1
basset bretogne loire-b.b.l.,1978.0,3
basso industry corp.,2009.0,3
batchelar; ian howard,1983.0,1
"battele energy alliance, llc",2003.0,5
battelle development corporation,1980.0,2
battelle development corporation,1982.0,2
battelle development corporation,1983.0,4
battelle development corporation,1984.0,1
"battelle energy alliance, llc",2005.0,15
"battelle energy alliance, llc",2006.0,4
battelle memorial institute,1990.0,1
battelle memorial institute,2000.0,6
battelle-institut e.v.,1982.0,6
battelle-institut e.v.,1990.0,3
"battery power unit co., inc.",1968.0,1
"bauer processed air, inc.",1989.0,2
bavarische motoren werke aktiengesellschaft,2000.0,15
"baxter travenol laboratories, inc.",1987.0,5
bayer aktiengesellschaft,1978.0,4
bayer aktiengesellschaft,1982.0,6
bayer aktiengesellschaft,1985.0,4
bayer aktiengesellschaft,1995.0,6
bayer aktiengesellschaft,2003.0,4
bayer corporation,2002.0,1
bayerische mortoren werke aktiengesellschaft,1998.0,1
bayerische moteren werke aktiehgesellschaft,2000.0,2
bayerische motoren ag,2001.0,4
bayerische motoren werke,1978.0,2
bayerische motoren werke,1980.0,2
bayerische motoren werke,1997.0,16
bayerische motoren werke,1998.0,14
bayerische motoren werke a.g.,1979.0,2
bayerische motoren werke a.g.,1980.0,2
bayerische motoren werke a.g.,1981.0,3
bayerische motoren werke a.g.,1982.0,4
bayerische motoren werke a.g.,1983.0,17
bayerische motoren werke a.g.,1985.0,8
bayerische motoren werke a.g.,1987.0,2
bayerische motoren werke ag,1975.0,14
bayerische motoren werke ag,1978.0,7
bayerische motoren werke ag,1980.0,2
bayerische motoren werke ag,1982.0,5
bayerische motoren werke ag,1983.0,15
bayerische motoren werke ag,1984.0,2
bayerische motoren werke ag,1985.0,6
bayerische motoren werke ag,1990.0,16
bayerische motoren werke ag,1991.0,8
bayerische motoren werke ag,1992.0,12
bayerische motoren werke ag,1993.0,3
bayerische motoren werke ag,1994.0,10
bayerische motoren werke ag,1995.0,11
bayerische motoren werke ag,1996.0,2
bayerische motoren werke ag,1997.0,26
bayerische motoren werke ag,1998.0,6
bayerische motoren werke ag,2002.0,6
bayerische motoren werke ag,2003.0,13
bayerische motoren werke ag,2004.0,6
bayerische motoren werke ag,2005.0,32
bayerische motoren werke ag,2011.0,4
bayerische motoren werke aktiengelsellschaft,2009.0,4
bayerische motoren werke aktiengesellscaft,1997.0,3
bayerische motoren werke aktiengesellscahaft,2008.0,9
bayerische motoren werke aktiengesellschaft,1973.0,9
bayerische motoren werke aktiengesellschaft,1974.0,4
bayerische motoren werke aktiengesellschaft,1975.0,1
bayerische motoren werke aktiengesellschaft,1977.0,6
bayerische motoren werke aktiengesellschaft,1978.0,18
bayerische motoren werke aktiengesellschaft,1979.0,3
bayerische motoren werke aktiengesellschaft,1980.0,10
bayerische motoren werke aktiengesellschaft,1981.0,4
bayerische motoren werke aktiengesellschaft,1982.0,29
bayerische motoren werke aktiengesellschaft,1984.0,2
bayerische motoren werke aktiengesellschaft,1985.0,6
bayerische motoren werke aktiengesellschaft,1986.0,28
bayerische motoren werke aktiengesellschaft,1987.0,4
bayerische motoren werke aktiengesellschaft,1988.0,4
bayerische motoren werke aktiengesellschaft,1994.0,21
bayerische motoren werke aktiengesellschaft,1995.0,4
bayerische motoren werke aktiengesellschaft,1996.0,39
bayerische motoren werke aktiengesellschaft,1997.0,48
bayerische motoren werke aktiengesellschaft,1998.0,17
bayerische motoren werke aktiengesellschaft,1999.0,60
bayerische motoren werke aktiengesellschaft,2000.0,44
bayerische motoren werke aktiengesellschaft,2001.0,51
bayerische motoren werke aktiengesellschaft,2002.0,15
bayerische motoren werke aktiengesellschaft,2003.0,12
bayerische motoren werke aktiengesellschaft,2004.0,9
bayerische motoren werke aktiengesellschaft,2005.0,35
bayerische motoren werke aktiengesellschaft,2006.0,105
bayerische motoren werke aktiengesellschaft,2007.0,42
bayerische motoren werke aktiengesellschaft,2008.0,120
bayerische motoren werke aktiengesellschaft,2009.0,75
bayerische motoren werke aktiengesellschaft,2010.0,9
bayerische motoren werke aktiengesellschaft,2011.0,38
bayerische motoren werke aktiengesellschaft,2012.0,56
bayerische motoren werke aktiengesellschaft,2013.0,9
bayerische motoren werke aktiengesellscht,2006.0,1
bayerische motoren werke atiengesellschaft,1997.0,1
bayerische motorenwerke ag,2001.0,4
bayerische motorenwerke aktiengesellschaft,2000.0,10
bayerische motorenwerke aktiengesellschaft,2002.0,8
bayerishce motoren werke aktiengesellschaft,1997.0,4
bayerishe motoren werke aktiengesellschaft,2008.0,4
bayersiche motoren werke aktiengesellschaft,2013.0,8
bbc ag brown boveri & cie,1980.0,4
bbc aktiengesellschaft,1977.0,2
"bbc aktiengesellschaft, brown, boveri & cie.",1980.0,3
bbc brown boveri & company limited,1973.0,3
bbc brown boveri & company limited,1976.0,2
bbc brown boveri & company limited,1977.0,1
bbc brown boveri ag,1987.0,3
bbc brown boveri ag,1988.0,5
"bbc brown, boveri & co., ltd.",1981.0,4
"bbc brown, boveri & company limited",1977.0,1
"bbc brown, boveri & company limited",1980.0,9
"bbc brown, boveri & company limited",1987.0,1
"bbc brown, boveri & company, limited",1978.0,3
"bbc brown, boveri & company, limited",1982.0,2
"bbc brown, boveri & company, limited",1983.0,3
"bbc brown, boveri & company, limited",1984.0,8
"bbc brown, boveri & company, limited",1985.0,3
"bbc brown, boveri & company, limited",1986.0,6
"bbc brown, boveri ltd.",1987.0,7
"bbl technologies, inc.",1998.0,2
bc ltd.,2005.0,1
bcds corporation,1984.0,2
"beacon power systems, inc.",1995.0,2
beaird-poulan division of emerson electric co.,1979.0,1
"beaird-poulan, inc.",1972.0,1
bear automotive service equipment company,1990.0,3
bechtel bwxt idaho llc,2002.0,5
"bechtel bwxt idaho, llc",2000.0,4
"bechtel bwxt idaho, llc",2002.0,5
"bechtel bwxt idaho, llc",2003.0,4
becker; walter,1969.0,2
"beckman instruments, inc.",1978.0,1
beeston company limited,1974.0,3
beeston company limited,1981.0,5
"behr america, inc.",1997.0,1
"behr america, inc.",1999.0,3
"behr america, inc.",2003.0,6
"behr america, inc.",2008.0,2
"behr america, inc.",2012.0,4
behr gmbh & co.,1991.0,1
behr gmbh & co.,1992.0,40
behr gmbh & co.,1995.0,16
behr gmbh & co.,1996.0,9
behr gmbh & co.,1997.0,6
behr gmbh & co.,1998.0,14
behr gmbh & co.,1999.0,11
behr gmbh & co.,2001.0,1
behr gmbh & co.,2002.0,29
behr gmbh & co.,2003.0,4
behr gmbh & co. kg,2003.0,33
behr gmbh & co. kg,2004.0,31
behr gmbh & co. kg,2005.0,23
behr gmbh & co. kg,2006.0,36
behr gmbh & co. kg,2007.0,24
behr gmbh & co. kg,2008.0,25
behr gmbh & co. kg,2009.0,10
behr gmbh & co. kg,2010.0,16
behr gmbh & co. kg,2011.0,36
behr gmbh & co. kg,2012.0,19
"behr gmbh & co., kg",2006.0,3
behr gmbh & co.kg,2007.0,9
behr industrietechnik gmbh & co.,2000.0,2
behr thermot-tronik gmbh,2001.0,12
behr thermot-tronik gmbh,2002.0,4
behr thermot-tronik gmbh,2004.0,15
behr thermot-tronik gmbh,2005.0,2
behr thermot-tronik gmbh,2006.0,2
behr thermot-tronik gmbh,2007.0,4
behr thermot-tronik gmbh,2008.0,9
"behr thermot-tronik gmbh & co,",2001.0,2
behr thermot-tronik gmbh & co.,1995.0,5
behr thermot-tronik gmbh & co.,1997.0,2
behr thermot-tronik gmbh & co.,1998.0,9
behr thermot-tronik gmbh & co.,1999.0,6
behr thermot-tronik italia s.p.a.,1999.0,1
behr thermotronik gmbh & co.,2000.0,1
behr-thompson-dehnstoffregler gmbh & co.,1991.0,1
behr-thomson degnstoffregler gmbh,1984.0,3
behr-thomson dehnstoffregler gmbh,1984.0,1
behr-thomson dehnstoffregler gmbh,1988.0,6
behr-thomson dehnstoffregler gmbh,1995.0,3
behr-thomson-dehnstoffregler gmbh,1992.0,3
behr-thomson-dehnstoffregler gmbh & co.,1992.0,3
behr-thomson-dehnstoffregler gmbh & co.,1994.0,4
behr-thomson-dehnstoffregler gmbh & co.,1996.0,4
beijing firstar new technology development co.,2001.0,4
"beijing sinocep engine technology co., ltd.",2010.0,5
bekama ag,1972.0,2
bell manufacturing company,1984.0,9
bellens; marcel,2000.0,1
beloit college,1969.0,2
beloit college,1972.0,5
bender gmbh & co. kg,2011.0,2
bendix commercial vehicle systems llc,2003.0,22
bendix commercial vehicle systems llc,2006.0,8
bendix commercial vehicle systems llc,2010.0,14
bendix commercial vehicle systems llc,2011.0,26
bendix commercial vehicle systems llc,2012.0,3
"bendix commercial vehicle systems, llc",2003.0,5
bendix corporation,1982.0,3
bendix electronics limited,1986.0,4
bendix electronics limited,1987.0,2
bendix electronics limited,1988.0,2
bendix electronics s.a.,1985.0,2
bendix electronics s.a.,1987.0,6
bendix electronics s.a.,1988.0,5
bendix engine components limited,1985.0,1
bendix spicer foundation brake llc,2011.0,3
"benmaxx, llc",2005.0,2
bennett automotive technology pty. ltd.,1987.0,2
"bennett automotive technology pty., ltd.",1987.0,10
benson; william h.,1992.0,1
benteler ag,1999.0,3
benteler automobil technik gmbh,2005.0,3
benteler automobiltechnik gmbh,2004.0,4
benteler automobiltechnik gmbh,2007.0,6
benteler automobiltechnik gmbh,2010.0,7
"benwilco, inc.",1972.0,1
"benwilco, inc.",1977.0,2
benz vehicle corporation,1974.0,1
berchem & schaberg gmbh,1983.0,1
berchem & schaberg gmbh,1986.0,1
berchem & schaberg gmbh,1989.0,3
"bergische metallwarenfabrik, dillenberg & co.",1996.0,2
"bergmen engineering, inc.",2006.0,1
"bergstrom, inc.",2006.0,4
"bergstrom, inc.",2009.0,2
bern autiengesellschaft,2008.0,3
bernard-moteurs,1976.0,2
berth wikstrom ab,1974.0,2
beru ag,1999.0,6
beru ag,2000.0,32
beru ag,2001.0,6
beru ag,2002.0,22
beru ag,2003.0,5
beru ag,2004.0,13
beru ag,2005.0,10
beru ag,2006.0,10
beru ag,2008.0,5
beru aktiengesellschaft,2006.0,30
beru aktiengesellschaft,2008.0,6
beru aktiengesellschaft,2009.0,12
beru ruprecht gmbh & co.,1996.0,3
beru ruprecht gmbh & co. kg,1986.0,25
beru ruprecht gmbh & co. kg,1989.0,6
beru ruprecht gmbh & co. kg,1992.0,1
beru ruprecht gmbh & co. kg,1993.0,10
beru ruprecht gmbh & co. kg,1994.0,5
beru ruprecht gmbh & co. kg,1997.0,6
"beru ruprecht gmbh & co., kg",1991.0,2
"beru, ruprecht gmbh & co. kg",1996.0,9
"beru-werk albert ruprecht gmbh & co., k.g.",1981.0,1
"better burn, llc",2003.0,1
"better burn, llc",2004.0,1
better place gmbh,2009.0,5
better place gmbh,2010.0,4
better place gmbh,2011.0,3
bevill; fred,1988.0,6
beyerische motoren werke aktiengesellschaft,2006.0,2
"bg 300, inc.",1992.0,6
"bg 300, inc.",1997.0,2
bg plc,1996.0,3
"bg products, inc.",1996.0,5
"bg products, inc.",2001.0,4
"bg products, inc.",2003.0,6
bg soflex llc,2003.0,2
"bg soflex, llc",2007.0,4
"bg soflex, llc",2011.0,8
bgwtech inc.,2006.0,1
"bi-phase technologies, l.l.c.",1999.0,4
"bi-phase technologies, llc",2004.0,2
"big bang co., ltd.",1997.0,1
biga' italia s.r.l.,2000.0,1
biljanic; matt,1985.0,2
bill j. hays international inc.,1974.0,2
billcon corporation,1995.0,2
"billet specialties, inc.",2006.0,2
"billet specialties, inc.",2010.0,2
billings energy corporation,1975.0,2
billings energy corporation,1977.0,10
billings energy corporation,1978.0,9
billings energy corporation,1980.0,1
billings energy research corporation,1975.0,9
"bimota, s.p.a.",1993.0,1
"biocom pty, ltd.",1991.0,6
biocom pty. ltd.,1991.0,3
"biondo racing products, inc.",1996.0,3
"birckbichler engine research, inc.",1998.0,1
birmingham small arms company limited,1974.0,1
birmingham small arms company limited,1976.0,1
bishop innovation limited,2001.0,2
bishop innovation limited,2002.0,3
bishop innovation limited,2005.0,27
"bisnes mauleg, inc.",1997.0,6
biton s.p.a.,1998.0,2
"bjork investment group, inc.",1993.0,2
"bkm, inc.",1985.0,16
"bkm, inc.",1993.0,15
"bkm, inc.",1996.0,9
bl cars limited,1980.0,1
bl technology limited,1983.0,1
bl technology limited,1984.0,12
black & decker inc.,1982.0,2
black & decker inc.,2005.0,3
black & decker inc.,2008.0,6
black; gregory,1997.0,1
black; gwendolyn,1997.0,1
blackstone corporation,1978.0,1
bland; edward floyd,1971.0,2
"blaser engine, ltd.",1977.0,3
blastcrete equipment company,1987.0,1
"blau international, ges.m.b.h.",1998.0,2
bloom; leonard,2008.0,2
blue chip diesel performance,2000.0,12
"blue comet ventures, llc",2011.0,1
bluebotics sa,2011.0,2
bluskies international llc,2010.0,2
"bluskies international, inc.",2009.0,2
bmw,1988.0,2
bmw ag,1992.0,16
bnsf railway company,2010.0,4
bnsf railway company,2011.0,4
boa balg-und kompensatoren-technologie gmbh,2009.0,3
"boahsin industrial co., ltd.",1999.0,5
"board of regents of the university and college system of nevada, on behalf of the university of nevada, reno",2005.0,3
"board of regents, the university of texas system",1990.0,4
"board of regents, the university of texas system",1991.0,5
"board of regents, the university of texas system",1994.0,1
"board of regents, the university of texas system",2009.0,8
"board of regents, the university of texas systems",1987.0,3
board of trustees of michigan state university,2005.0,5
board of trustees operating michigan state university,1996.0,1
board of trustees operating michigan state university,1997.0,2
boaz; fred,1972.0,3
bocar s.a. c.v.,1995.0,12
boehringer ingelheim gmbh,1971.0,4
bolonkin; alexander,2000.0,2
bolt beranek and newman inc.,1980.0,1
"bomag gmbh & co., ohg",2002.0,4
bombadier inc.,1996.0,6
bombardier inc.,1990.0,2
bombardier inc.,1997.0,2
bombardier inc.,1998.0,1
bombardier inc.,2000.0,4
bombardier inc.,2001.0,1
bombardier inc.,2002.0,4
bombardier limited,1972.0,1
bombardier limited,1973.0,5
bombardier limited,1974.0,1
bombardier limited,1977.0,2
bombardier motor,2000.0,2
bombardier motor corperation of america,1999.0,8
bombardier motor corporation,2000.0,2
bombardier motor corporation america,2002.0,6
bombardier motor corporation of america,1996.0,2
bombardier motor corporation of america,1998.0,2
bombardier motor corporation of america,1999.0,17
bombardier motor corporation of america,2000.0,108
bombardier motor corporation of america,2001.0,8
bombardier motor corporation of america,2002.0,22
bombardier motor corporation of american,2000.0,20
bombardier recreational products inc,2003.0,6
bombardier recreational products inc.,2000.0,10
bombardier recreational products inc.,2001.0,4
bombardier recreational products inc.,2002.0,13
bombardier recreational products inc.,2003.0,10
bombardier recreational products inc.,2004.0,7
bombardier recreational products inc.,2007.0,19
bombardier recreational products inc.,2008.0,3
bombardier recreational products inc.,2010.0,2
bombardier recreational products inc.,2012.0,6
"bombardier recreational products, inc.",2003.0,4
"bombardier recreational products, inc.",2013.0,4
bombardier transportation gmbh,2010.0,1
bombardier transportation gmbh,2011.0,1
bombardier-rotax g.m.b.h.,1981.0,3
bombardier-rotax gesellschaft m.b.h.,1979.0,2
bombardier-rotax gesellschaft m.b.h.,1982.0,1
bombardier-rotax gesellschaft m.b.h.,1985.0,6
bombardier-rotax gesellschaft m.b.h.,1996.0,2
bombardier-rotax gesellschaft mbh,1982.0,3
bombardier-rotax gesellschaft mbh,1999.0,1
bombardier-rotax gmbh,2000.0,10
bombardier-rotax gmbh,2001.0,54
bonnell; randall z.,2007.0,2
bontaz centre,2002.0,1
bontaz centre,2003.0,2
bontaz centre,2004.0,3
bontaz centre,2006.0,6
bontaz centre,2008.0,1
"bontaz centre, societe anonyme",1997.0,1
"bonutti il, llc",2004.0,3
boondocker llc,2005.0,1
bordini engineering s.r.l.,2006.0,1
borg warner inc.,1999.0,8
borg warner inc.,2009.0,18
"borg warner, inc.",2001.0,16
borg-warner automotive electronic & mechanical systems corporation,1991.0,4
borg-warner automotive transmission & engine components corporation,1990.0,9
borg-warner automotive transmission & engine components corporation,1991.0,24
borg-warner automotive transmission & engine components corporation,1992.0,31
borg-warner automotive transmission and engine components corp.,1991.0,6
"borg-warner automotive, inc.",1986.0,1
"borg-warner automotive, inc.",1987.0,2
"borg-warner automotive, inc.",1989.0,6
"borg-warner automotive, inc.",1990.0,3
"borg-warner automotive, inc.",1992.0,6
"borg-warner automotive, inc.",1993.0,20
"borg-warner automotive, inc.",1994.0,5
"borg-warner automotive, inc.",1995.0,7
"borg-warner automotive, inc.",1996.0,12
"borg-warner automotive, inc.",1997.0,6
borg-warner corporation,1969.0,2
borg-warner corporation,1970.0,14
borg-warner corporation,1971.0,2
borg-warner corporation,1972.0,2
borg-warner corporation,1973.0,6
borg-warner corporation,1974.0,10
borg-warner corporation,1975.0,20
borg-warner corporation,1976.0,11
borg-warner corporation,1977.0,7
borg-warner corporation,1978.0,5
borg-warner corporation,1979.0,23
borg-warner corporation,1980.0,13
borg-warner corporation,1981.0,2
borg-warner corporation,1982.0,1
borg-warner corporation,1984.0,13
borg-warner transmission and engine components corporation,1988.0,4
borgo nova spa,1991.0,1
borgo-nova spa,1988.0,1
borgo-nova spa,1989.0,3
borgwarner beru systems gmbh,2008.0,8
borgwarner beru systems gmbh,2009.0,10
borgwarner beru systems gmbh,2010.0,41
borgwarner beru systems gmbh,2011.0,35
borgwarner beru systems gmbh,2012.0,8
"borgwarner beru systems, gmbh",2010.0,10
"borgwarner beru systems, gmbh",2012.0,1
"borgwarner emissions systems spain, s.l.",2006.0,3
borgwarner inc.,1997.0,7
borgwarner inc.,1998.0,3
borgwarner inc.,1999.0,24
borgwarner inc.,2000.0,37
borgwarner inc.,2001.0,47
borgwarner inc.,2002.0,60
borgwarner inc.,2003.0,151
borgwarner inc.,2004.0,114
borgwarner inc.,2005.0,60
borgwarner inc.,2006.0,54
borgwarner inc.,2007.0,35
borgwarner inc.,2008.0,36
borgwarner inc.,2009.0,20
borgwarner inc.,2010.0,32
borgwarner inc.,2011.0,5
borgwarner inc.,2013.0,10
"borgwarner, inc.",2000.0,1
"borgwarner, inc.",2001.0,22
"borgwarner, inc.",2002.0,4
"borgwarner, inc.",2003.0,18
"borgwarner, inc.",2004.0,1
"borgwarner, inc.",2005.0,7
"borgwarner, inc.",2006.0,10
"borgwarner, inc.",2007.0,18
"borgwarner, inc.",2009.0,3
"bornstein motor company, inc.",1993.0,20
borringia industrie ag,2005.0,7
bosch & pierburg system ohg,1980.0,7
bosch & pierburg system ohg,1981.0,15
bosch & pierburg system ohg,1982.0,6
bosch & pierburg system ohg,1983.0,10
bosch automotive motor systems corp.,1996.0,2
bosch automotive service solutions llc,2010.0,9
bosch automotive service solutions llc,2011.0,2
bosch automotive systems corporation,2001.0,15
bosch automotive systems corporation,2002.0,27
bosch automotive systems corporation,2003.0,39
bosch automotive systems corporation,2004.0,10
bosch automotive systems corporation,2005.0,6
bosch corporation,2002.0,10
bosch corporation,2005.0,10
bosch corporation,2006.0,49
bosch corporation,2007.0,14
bosch corporation,2008.0,47
bosch corporation,2009.0,14
bosch corporation,2012.0,3
bosch emission systems gmbh & co. kg,2009.0,4
bosch gmbh,1971.0,7
bosch mahle turbo systems gmbh & co. kg,2008.0,4
bosch rexroth ag,2000.0,2
bosch rexroth corporation,2001.0,4
bosch rexroth corporation,2002.0,6
bosch und pierburg system ohg,1980.0,8
"bosch, gmbh; robert",2009.0,1
bosch; robert,1982.0,15
bosch; robert,1997.0,8
bosch; robert gmbh,1987.0,2
bose corporation,2004.0,15
bose corporation,2006.0,13
boss components (australia) pty ltd,2002.0,1
