"assignee_key_id","years","assignee_organization","assignee_type","assignee_country","assignee_state","number_of_patents","number_of_inventors","specialization","fuel_price","domestic","government"
97620,1979,"The Ferry Cap & Set Screw Company",2,"US","OH",1,1,"123/585",6.9,"1","0"
97750,1983,"Mine Equipment Company",2,"US","IL",1,1,"180/65.1",9.08,"1","0"
98067,1987,"Urban Transportation Development Corporation Ltd.",3,"CA",".",1,1,"701/108",NA,"0","0"
99253,1977,"The United States of America as represented by the United States National Aeronautics and Space Administration Office of General Counsel-Code GP",6,"US","DC",1,2,"123/41.33",5.39,"1","1"
99471,1977,"Performance Industries, Inc.",2,"US","PA",3,3,"123/73.AA",5.21,"1","0"
99471,1979,"Performance Industries, Inc.",2,"US","PA",2,2,"123/73A",7,"1","0"
99471,1980,"Performance Industries, Inc.",2,"US","PA",4,4,"123/73V",9.71,"1","0"
99615,1981,"Alexander Mencher Corporation",2,"US","NY",1,3,"180/65.245",11.22,"1","0"
100115,1977,"Politechnika Karkowska",3,"PO",".",1,1,"123/257",NA,"0","0"
100681,1984,"Jodon Engineering Associates, Inc.",2,"US","MI",1,2,"701/105",9.12,"1","0"
101040,1977,"Autoipari Kutato Intezet",3,"HU",".",1,1,"123/184.42",NA,"0","0"
101043,1979,"Lacrex Brevetti S.A.",3,"CH",".",1,1,"123/634",NA,"0","0"
101067,1981,"Syva Company",2,"US","CA",1,1,"180/65.8",11.33,"1","0"
101514,1980,"Kommanditbolaget United Stirling (Sweden) AB & Co.",3,"SE",".",1,2,"123/192.2",NA,"0","0"
101686,1977,"Marston Excelsior Limited",3,"GB",".",1,1,"123/41.29",NA,"0","0"
102285,1976,"Lumenition Limited",3,"GB",".",3,3,"123/406.63",NA,"0","0"
102285,1978,"Lumenition Limited",3,"GB",".",1,1,"123/406.41",NA,"0","0"
102285,1979,"Lumenition Limited",3,"GB",".",1,1,"123/335",NA,"0","0"
102854,1979,"Messerschmitt-Bolkow-Blohm GmbH",3,"DE",".",1,1,"60/698",NA,"0","0"
103497,1978,"Tom McGuane Industries, Inc.",2,"US","MI",1,1,"123/328",5.34,"1","0"
103497,1980,"Tom McGuane Industries, Inc.",2,"US","MI",1,1,"123/552",10.09,"1","0"
105943,1984,"Institut National de la Sante et de la Recherche Medicale (Inserm)",3,"FR",".",1,1,"180/65.51",NA,"0","0"
106388,1980,"Bayer Aktiengesellschaft",3,"DE",".",1,4,"123/479",NA,"0","0"
106582,1976,"Propulsion Machinery Corporation",2,"US","NY",1,1,"123/90.17",4.97,"1","0"
109224,1978,"Plessey Handel und Investments AG",3,"CH",".",2,4,"123/484",NA,"0","0"
109224,1979,"Plessey Handel und Investments AG",3,"CH",".",2,3,"123/484",NA,"0","0"
109511,1979,"Veb Kombinat Fortschritt Landmaschinen",3,"DD",".",1,6,"123/41.4",NA,"0","0"
111111,1976,"Suwa Electric Wire Co., Ltd.",3,"JP",".",1,1,"123/598",NA,"0","0"
112934,1978,"Engineering Systems Corporation",2,"US","CA",1,1,"123/26",5.48,"1","0"
113132,1979,"Motoren- und Turbinen-Union Friedrichafen GmbH",3,"DE",".",1,2,"123/374",NA,"0","0"
113420,1977,"Harold Phelps, Inc.",2,"US","MI",1,1,"123/510",5.23,"1","0"
114225,1986,"Micro Processor Systems, Inc.",2,"US","MI",1,2,"701/101",6.79,"1","0"
114485,1978,"Fiat-Allis Construction Machinery, Inc.",2,"US","IL",1,1,"123/549",5.32,"1","0"
114485,1980,"Fiat-Allis Construction Machinery, Inc.",2,"US","IL",1,2,"123/41.49",9.81,"1","0"
114986,1976,"McCulloch Corporation",2,"US","CA",3,7,"123/291",5.04,"1","0"
114986,1977,"McCulloch Corporation",2,"US","CA",2,2,"123/198D",5.33,"1","0"
114986,1978,"McCulloch Corporation",2,"US","CA",2,2,"123/339.1",5.48,"1","0"
114986,1979,"McCulloch Corporation",2,"US","CA",1,2,"123/406.57",7.47,"1","0"
114986,1980,"McCulloch Corporation",2,"US","MD",1,1,"123/149D",9.93,"1","0"
115862,1985,"Kassai Kabushikikaisha",3,"JP",".",1,1,"180/65.1",NA,"0","0"
116469,1976,"Societe d'Etudes de Machines Thermiques - S.E.M.T.E.",3,"FR",".",1,1,"123/188.8",NA,"0","0"
116474,1979,"NGK Spark Plug Co., Ltd.",3,"JP",".",1,2,"123/633",NA,"0","0"
116474,1980,"NGK Spark Plug Co., Ltd.",3,"CH",".",1,14,"123/633",NA,"0","0"
116474,1980,"NGK Spark Plug Co., Ltd.",3,"JP",".",3,14,"123/633",NA,"0","0"
116474,1986,"NGK Spark Plug Co., Ltd.",3,"JP",".",1,2,"60/272",NA,"0","0"
116474,1987,"NGK Spark Plug Co., Ltd.",3,"JP",".",1,2,"60/272",NA,"0","0"
116509,1976,"Fox Manufacturing Company Pty. Limited",3,"US","AR",1,1,"123/73A",4.82,"0","0"
117222,1980,"Budd Canada Inc.",3,"CA",".",1,1,"123/142.5E",NA,"0","0"
117385,1979,"Vadetec Corporation",2,"US","MI",3,4,"123/56.4",7.29,"1","0"
118544,1979,"Mileage Research, Ltd.",2,"US","AZ",1,2,"123/543",6.98,"1","0"
118813,1980,"Elf Union",3,"FR",".",1,1,"123/306",NA,"0","0"
119471,1976,"Chevron Research Company",2,"US","CA",2,2,"123/3",5.04,"1","0"
119492,1976,"Maschinenfabrik Augsburg-Nurnberg Aktiengesellschaft",3,"DE",".",4,10,"123/193.6",NA,"0","0"
119492,1976,"Maschinenfabrik Augsburg-Nurnberg Aktiengesellschaft",3,"JP",".",1,10,"123/193.6",NA,"0","0"
119492,1977,"Maschinenfabrik Augsburg-Nurnberg Aktiengesellschaft",3,"DE",".",5,11,"123/188.8",NA,"0","0"
119492,1978,"Maschinenfabrik Augsburg-Nurnberg Aktiengesellschaft",3,"DE",".",2,4,"123/196R",NA,"0","0"
119492,1979,"Maschinenfabrik Augsburg-Nurnberg Aktiengesellschaft",3,"DE",".",2,2,"123/308",NA,"0","0"
119492,1980,"Maschinenfabrik Augsburg-Nurnberg Aktiengesellschaft",3,"DE",".",3,4,"123/276",NA,"0","0"
119543,1978,"Sentinel Distributors, Inc.",2,"US","CO",1,1,"123/198.DB",5.05,"1","0"
119977,1976,"Lin Eng Corporation",2,"US","NY",1,2,"123/572",4.97,"1","0"
120309,1977,"J. Wizemann GmbH & Co.",3,"JP",".",1,2,"123/41.38",NA,"0","0"
120314,1984,"Papp International Incorporated",2,"US","NE",1,1,"60/516",9.55,"1","0"
122439,1977,"Allied Chemical Corporation",2,"US","NJ",2,2,"123/475",5.23,"1","0"
122439,1978,"Allied Chemical Corporation",2,"US","NJ",4,5,"123/491",5.21,"1","0"
122439,1979,"Allied Chemical Corporation",2,"US","NJ",3,3,"123/179.17",7.16,"1","0"
122439,1980,"Allied Chemical Corporation",2,"US","NJ",1,1,"123/490",9.94,"1","0"
122691,1980,"Combustion Electromagnetics, Inc.",2,"US","MA",1,2,"123/434",9.69,"1","0"
122736,1976,"MITSUBISHI HEAVY INDUSTRIES, LTD.",3,"JP",".",1,1,"123/41R",NA,"0","0"
123277,1985,"Nutek Corporation",3,"US","FL",1,1,"701/113",9.03,"0","0"
123286,1976,"Curtiss-Wright Corporation",2,"US","NJ",8,13,"123/206",4.95,"1","0"
123286,1977,"Curtiss-Wright Corporation",2,"US","NJ",5,5,"123/205",5.23,"1","0"
123286,1978,"Curtiss-Wright Corporation",2,"US","NJ",8,10,"123/205",5.21,"1","0"
123286,1979,"Curtiss-Wright Corporation",2,"US","NJ",1,1,"123/242",7.16,"1","0"
123286,1980,"Curtiss-Wright Corporation",2,"US","NJ",1,1,"123/205",9.94,"1","0"
123316,1983,"Sundstrand Corporation",2,"US","IL",1,1,"180/65.6",9.08,"1","0"
123771,1978,"Societe Anonyme Francaise du Ferodo",3,"FR",".",1,1,"123/41.15",NA,"0","0"
125209,1977,"A. Pierburg Autogeratebau KG",3,"DE",".",2,6,"123/568.27",NA,"0","0"
125727,1976,"Electro Fuel, Inc.",2,"US","CO",1,1,"123/536",4.9,"1","0"
126912,1978,"Astron Innovations, Inc.",2,"US","UT",1,1,"123/267",5.1,"1","0"
127726,1979,"Control Logic (Proprietary) Limited",3,"ZA",".",1,1,"123/360",NA,"0","0"
127726,1983,"Control Logic (Proprietary) Limited",3,"ZA",".",1,1,"701/110",NA,"0","0"
129095,1979,"Physics International Company",2,"US","CA",1,1,"123/495",7.47,"1","0"
129632,1977,"Systematics, Inc.",2,"US","MN",1,1,"123/598",5.21,"1","0"
130995,1978,"The Continental Group, Inc.",2,"US","NY",1,3,"123/196A",5.34,"1","0"
131266,1978,"Optimizer Control Corporation",2,"US","MN",1,2,"123/487",5.06,"1","0"
131266,1986,"Optimizer Control Corporation",2,"US","MN",1,1,"701/105",7.42,"1","0"
131380,1976,"KLF Patents, Inventions, and Marketing Corporation Limited",3,"CA",".",1,4,"123/198.DC",NA,"0","0"
131414,1980,"Union Oil Company of California",2,"US","CA",1,2,"123/3",10.19,"1","0"
131809,1976,"Energy Innovations, Inc.",2,"US","CA",1,1,"123/620",5.04,"1","0"
132166,1976,"California Institute of Technology",2,"US","CA",1,3,"123/1A",5.04,"1","0"
132166,1977,"California Institute of Technology",2,"US","CA",2,3,"123/295",5.33,"1","0"
132808,1978,"Cross Manufacturing Company (1938) Limited",3,"GB",".",1,2,"123/190.17",NA,"0","0"
133696,1977,"DAMPERS Societe Anonyme",3,"FR",".",1,1,"123/41.35",NA,"0","0"
134802,1978,"Stork-Werkspoor Diesel B.V.",3,"NL",".",1,1,"123/195H",NA,"0","0"
136246,1976,"Canadian General Electric Company Limited",3,"CA",".",1,1,"123/142.5E",NA,"0","0"
136246,1979,"Canadian General Electric Company Limited",3,"CA",".",1,2,"123/142.5E",NA,"0","0"
136246,1980,"Canadian General Electric Company Limited",3,"CA",".",1,1,"123/142.5E",NA,"0","0"
137258,1977,"Societe Anonyme Automobiles Citroen",3,"FR",".",2,2,"123/193.4",NA,"0","0"
137258,1978,"Societe Anonyme Automobiles Citroen",3,"FR",".",1,2,"123/350",NA,"0","0"
137258,1979,"Societe Anonyme Automobiles Citroen",3,"FR",".",2,5,"123/192.2",NA,"0","0"
137268,1977,"Essex International, Inc.",2,"US","IN",1,1,"123/617",5.21,"1","0"
138521,1976,"TRW Inc.",2,"US","CA",1,4,"123/352",5.04,"1","0"
138521,1976,"TRW Inc.",2,"US","OH",2,4,"123/352",4.83,"1","0"
138521,1977,"TRW Inc.",2,"US","OH",1,1,"123/90.23",5.08,"1","0"
138521,1978,"TRW Inc.",2,"US","OH",3,4,"123/90.3",5.14,"1","0"
138521,1979,"TRW Inc.",2,"US","OH",2,2,"123/90.3",6.9,"1","0"
138521,1980,"TRW Inc.",2,"US","OH",3,3,"123/406.59",9.45,"1","0"
138579,1978,"Societe Alsa Clienne de Constructions Mecaniques de Mulhouse",3,"FR",".",1,1,"123/559.1",NA,"0","0"
139226,1976,"Ranco Incorporated",2,"US","OH",1,1,"123/568.29",4.83,"1","0"
139881,1977,"Electronic Fuel Saver, Inc.",2,"US","NY",1,1,"123/549",5.24,"1","0"
139881,1978,"Electronic Fuel Saver, Inc.",2,"US","NY",1,1,"123/549",5.34,"1","0"
140196,1985,"Allied Corporation",2,"US",".",1,6,"701/104",NA,"1","0"
140196,1985,"Allied Corporation",2,"US","NJ",2,6,"701/104",8.95,"1","0"
140196,1986,"Allied Corporation",2,"US","NJ",2,4,"701/103",6.89,"1","0"
140438,1976,"Kawasaki Jukogyo Kabushiki Kaisha",3,"JP",".",1,2,"123/220",NA,"0","0"
140438,1977,"Kawasaki Jukogyo Kabushiki Kaisha",3,"JP",".",2,6,"123/193.2",NA,"0","0"
140438,1978,"Kawasaki Jukogyo Kabushiki Kaisha",3,"JP",".",6,10,"123/195A",NA,"0","0"
140438,1979,"Kawasaki Jukogyo Kabushiki Kaisha",3,"JP",".",4,7,"123/198D",NA,"0","0"
140438,1980,"Kawasaki Jukogyo Kabushiki Kaisha",3,"JP",".",2,5,"123/195C",NA,"0","0"
140782,1976,"Kokusan Denki Co., Ltd.",3,"JP",".",9,13,"123/335",NA,"0","0"
140782,1977,"Kokusan Denki Co., Ltd.",3,"JP",".",2,3,"123/599",NA,"0","0"
140782,1978,"Kokusan Denki Co., Ltd.",3,"JP",".",1,1,"123/406.57",NA,"0","0"
140782,1979,"Kokusan Denki Co., Ltd.",3,"JP",".",5,8,"123/406.57",NA,"0","0"
140782,1980,"Kokusan Denki Co., Ltd.",3,"JP",".",4,10,"123/198.DC",NA,"0","0"
142485,1976,"Regie Nationale des Usines Renault",3,"FR",".",8,14,"123/195A",NA,"0","0"
142485,1977,"Regie Nationale des Usines Renault",3,"FR",".",2,2,"123/483",NA,"0","0"
142485,1978,"Regie Nationale des Usines Renault",3,"FR",".",4,4,"123/406.55",NA,"0","0"
142485,1979,"Regie Nationale des Usines Renault",3,"FR",".",3,5,"123/389",NA,"0","0"
142485,1980,"Regie Nationale des Usines Renault",3,"FR",".",9,13,"123/277",NA,"0","0"
142485,1986,"Regie Nationale des Usines Renault",3,"FR",".",2,3,"701/105",NA,"0","0"
142485,1987,"Regie Nationale des Usines Renault",3,"FR",".",1,4,"701/123",NA,"0","0"
142596,1979,"Moto-Tronics",2,"US","CA",1,2,"123/146.5A",7.47,"1","0"
142731,1979,"Computer Driver Control Holdings (Proprietary) Limited",3,"ZA",".",1,4,"123/198D",NA,"0","0"
143464,1979,"Tre Corporation",2,"US","CA",1,1,"123/179.2",7.47,"1","0"
144582,1977,"Aspin Power Limited",3,"GB",".",1,1,"123/190.14",NA,"0","0"
145259,1977,"Fairey Norbon Pty. Ltd.",3,"AU",".",1,2,"123/239",NA,"0","0"
148161,1976,"Bowpark Developments Limited",2,"GB",".",1,1,"123/613",NA,"1","0"
148189,1976,"Diesel Kiki Co., Ltd.",3,"JP",".",7,12,"123/339.29",NA,"0","0"
148189,1977,"Diesel Kiki Co., Ltd.",3,"JP",".",8,13,"123/339.29",NA,"0","0"
148189,1978,"Diesel Kiki Co., Ltd.",3,"JP",".",8,18,"123/373",NA,"0","0"
148189,1979,"Diesel Kiki Co., Ltd.",3,"JP",".",4,8,"123/502",NA,"0","0"
148189,1980,"Diesel Kiki Co., Ltd.",3,"JP",".",6,10,"123/323",NA,"0","0"
148189,1984,"Diesel Kiki Co., Ltd.",3,"JP",".",2,5,"701/101",NA,"0","0"
148189,1986,"Diesel Kiki Co., Ltd.",3,"JP",".",2,4,"701/104",NA,"0","0"
148189,1987,"Diesel Kiki Co., Ltd.",3,"JP",".",2,2,"701/104",NA,"0","0"
148294,1976,"Motoren Forschungs GmbH & Co. KG Franken Motoren",3,"DE",".",1,1,"123/44R",NA,"0","0"
148688,1978,"Kawasaki Motors Corp. U.S.A.",2,"US","CA",1,1,"123/198.DC",5.48,"1","0"
148831,1983,"Ateliers de Constructions Electriques de Charleroi",3,"BE",".",1,1,"180/65.51",NA,"0","0"
149272,1980,"Orion Industries, Inc.",2,"US","CA",1,1,"123/557",10.19,"1","0"
149748,1985,"Ormat Turbines, Ltd.",3,"IL",".",1,1,"60/698",NA,"0","0"
150117,1976,"U.S. Philips Corporation",2,"US","NY",3,6,"123/357",4.97,"1","0"
150117,1978,"U.S. Philips Corporation",2,"US","NY",1,1,"701/123",5.34,"1","0"
150117,1979,"U.S. Philips Corporation",2,"US","NY",1,1,"123/48R",7.41,"1","0"
150117,1987,"U.S. Philips Corporation",2,"US","NY",1,1,"701/109",6.99,"1","0"
151728,1980,"Combustion Research & Technology, Inc.",2,"US","WA",1,3,"123/487",9.92,"1","0"
152057,1981,"Honeywell International Inc.",2,"US","MN",1,3,"701/123",10.56,"1","0"
152881,1976,"Joseph Lucas (Electrical) Limited",3,"GB",".",1,3,"123/406.52",NA,"0","0"
153146,1978,"United Aircraft Products, Inc.",2,"US","OH",1,1,"123/41.15",5.14,"1","0"
153423,1980,"Aisan Kogyo Kabushiki Kaisha",3,"JP",".",1,5,"123/445",NA,"0","0"
153437,1978,"Cragar Industries, Inc.",2,"US","CA",1,1,"123/406.11",5.48,"1","0"
153680,1979,"Gilardini S.p.A.",3,"IT",".",1,2,"123/198.DB",NA,"0","0"
154416,1979,"Gould Inc.",2,"US","IL",2,6,"180/65.25",7.27,"1","0"
154416,1987,"Gould Inc.",2,"US","IL",1,1,"60/698",7.23,"1","0"
155905,1977,"Gehap Gesellschaft fur Handel und Patentverwertung mbH & Co. KG",3,"DE",".",1,1,"123/335",NA,"0","0"
157927,1980,"The Jacobs Manufacturing Company",2,"US","CT",1,1,"123/41.12",10.1,"1","0"
159293,1976,"Compteurs Schlumberger",3,"FR",".",1,2,"123/406.24",NA,"0","0"
160014,1978,"The Scientific Research Foundation",3,"IL",".",1,4,"123/192.2",NA,"0","0"
160590,1976,"Labavia S.G.E.",3,"FR",".",1,1,"123/195A",NA,"0","0"
160777,1980,"Pyroban Limited",3,"GB",".",1,2,"123/198D",NA,"0","0"
161013,1976,"Standard-Thomson Corporation",2,"US","MA",1,1,"123/41.12",4.88,"1","0"
161013,1977,"Standard-Thomson Corporation",2,"US","MA",1,1,"123/41.9",5.21,"1","0"
161403,1976,"Chrysler Corporation",2,"US","MI",9,16,"123/193.5",4.89,"1","0"
161403,1977,"Chrysler Corporation",2,"US","MI",8,11,"123/198.DB",5.23,"1","0"
161403,1978,"Chrysler Corporation",2,"US","MI",14,20,"123/406.52",5.34,"1","0"
161403,1979,"Chrysler Corporation",2,"US","MI",10,15,"123/472",7.29,"1","0"
161403,1980,"Chrysler Corporation",2,"US","MI",3,4,"123/184.39",10.09,"1","0"
161403,1981,"Chrysler Corporation",2,"US","MI",1,1,"60/272",11,"1","0"
161722,1976,"Fournitures Internationales de Materieles Electroniques",3,"FR",".",1,1,"123/598",NA,"0","0"
162055,1978,"Barber-Colman Company",2,"US","IL",2,2,"123/353",5.32,"1","0"
163970,1976,"Societe Anonyme de Vehicules Industriels et d'Equipements Mecaniques Saviem",3,"FR",".",2,2,"123/179.1",NA,"0","0"
164124,1978,"K-Line Industries, Inc.",2,"US","MI",1,1,"123/188.9",5.34,"1","0"
164375,1976,"BorgWarner Inc.",2,"US","IL",6,10,"123/445",4.93,"1","0"
164375,1977,"BorgWarner Inc.",2,"US","IL",2,3,"123/41.27",5.23,"1","0"
164375,1978,"BorgWarner Inc.",2,"US","IL",5,5,"123/41.11",5.32,"1","0"
164375,1979,"BorgWarner Inc.",2,"US","IL",3,4,"123/438",7.27,"1","0"
164375,1980,"BorgWarner Inc.",2,"US","IL",3,8,"123/188.6",9.81,"1","0"
164659,1979,"Idram Engineering Company Est.",3,"LI",".",1,1,"123/43R",NA,"0","0"
164984,1984,"Vilati Villamos Automatika Fovallalkozo es Gyarto Vallalat",3,"HU",".",1,1,"60/698",NA,"0","0"
167242,1977,"Vonsimi Sales Corporation",2,"US","NY",1,1,"123/146.5A",5.24,"1","0"
170417,1976,"Mitsubishi Denki Kabushiki Kaisha",3,"JP",".",1,1,"123/406.12",NA,"0","0"
170417,1977,"Mitsubishi Denki Kabushiki Kaisha",3,"JP",".",1,1,"123/640",NA,"0","0"
170417,1987,"Mitsubishi Denki Kabushiki Kaisha",3,"JP",".",2,3,"701/103",NA,"0","0"
170688,1980,"Aquascooter, Inc.",2,"US","NJ",1,1,"123/1R",9.94,"1","0"
171592,1977,"Exxon Production Research Company",2,"US","TX",1,1,"123/198.DC",4.85,"1","0"
171996,1976,"Texaco Inc.",2,"US","NY",5,6,"123/205",4.97,"1","0"
171996,1977,"Texaco Inc.",2,"US","NY",5,8,"123/193.6",5.24,"1","0"
171996,1978,"Texaco Inc.",2,"US","NY",4,7,"123/568.12",5.34,"1","0"
171996,1979,"Texaco Inc.",2,"US","NY",2,3,"123/568.2",7.41,"1","0"
171996,1980,"Texaco Inc.",2,"US","NY",4,5,"123/568.3",10.26,"1","0"
172100,1976,"G & K Development Co., Inc.",2,"US","LA",1,3,"123/19",4.83,"1","0"
172507,1977,"The Board of Trustees of the Leland Stanford Junior University",2,"US","CA",2,6,"123/406.42",5.33,"1","0"
172641,1976,"Ford Motor Company",2,"US","MI",22,41,"123/211",4.89,"1","0"
172641,1977,"Ford Motor Company",2,"US","MI",13,23,"123/146.5A",5.23,"1","0"
172641,1978,"Ford Motor Company",2,"US","MI",14,25,"123/179.16",5.34,"1","0"
172641,1979,"Ford Motor Company",2,"US","MI",17,21,"123/146.5A",7.29,"1","0"
172641,1980,"Ford Motor Company",2,"US","MI",16,29,"123/193.5",10.09,"1","0"
172641,1981,"Ford Motor Company",2,"US","MI",1,1,"701/113",11,"1","0"
172641,1983,"Ford Motor Company",2,"US","MI",2,6,"180/65.6",9.34,"1","0"
172641,1984,"Ford Motor Company",2,"US","MI",2,6,"701/105",9.12,"1","0"
172641,1985,"Ford Motor Company",2,"US","MI",1,2,"701/110",9.1,"1","0"
172641,1986,"Ford Motor Company",2,"US","MI",1,4,"701/103",6.79,"1","0"
172641,1987,"Ford Motor Company",2,"US","MI",1,4,"701/108",7.13,"1","0"
172689,1976,"Societe Anonyme pour l'Equipement Electrique des Vehicules S.E.V. Marchal",3,"FR",".",1,1,"123/146.5R",NA,"0","0"
172689,1977,"Societe Anonyme pour l'Equipement Electrique des Vehicules S.E.V. Marchal",3,"FR",".",1,1,"123/146.5A",NA,"0","0"
172689,1978,"Societe Anonyme pour l'Equipement Electrique des Vehicules S.E.V. Marchal",3,"FR",".",1,2,"123/634",NA,"0","0"
172689,1979,"Societe Anonyme pour l'Equipement Electrique des Vehicules S.E.V. Marchal",3,"FR",".",1,1,"123/406.66",NA,"0","0"
172689,1980,"Societe Anonyme pour l'Equipement Electrique des Vehicules S.E.V. Marchal",3,"FR",".",1,1,"123/530",NA,"0","0"
172867,1976,"Alfa Romeo S.p.A.",3,"IT",".",1,3,"123/406.19",NA,"0","0"
172867,1977,"Alfa Romeo S.p.A.",3,"IT",".",1,2,"123/463",NA,"0","0"
172867,1978,"Alfa Romeo S.p.A.",3,"IT",".",3,4,"123/311",NA,"0","0"
172867,1979,"Alfa Romeo S.p.A.",3,"IT",".",2,2,"123/352",NA,"0","0"
172867,1980,"Alfa Romeo S.p.A.",3,"IT",".",2,3,"123/406.26",NA,"0","0"
174354,1979,"Toyota Motor Corporation",3,"JP",".",1,1,"123/263",NA,"0","0"
174701,1976,"M & W Gear Company",2,"US","IL",1,2,"123/547",4.93,"1","0"
175040,1978,"Nippon Piston Ring Co., Ltd.",3,"JP",".",1,1,"123/193.4",NA,"0","0"
175602,1976,"Landi Den Hartog B.V.",3,"NL",".",1,1,"123/527",NA,"0","0"
175705,1977,"Lucas Industries public limited company",3,"GB",".",3,3,"123/502",NA,"0","0"
175705,1978,"Lucas Industries public limited company",3,"GB",".",10,12,"123/447",NA,"0","0"
175705,1979,"Lucas Industries public limited company",3,"GB",".",16,26,"123/502",NA,"0","0"
175705,1980,"Lucas Industries public limited company",3,"GB",".",25,37,"123/300",NA,"0","0"
175705,1981,"Lucas Industries public limited company",3,"GB",".",2,2,"123/501",NA,"0","0"
175705,1982,"Lucas Industries public limited company",3,"GB",".",2,4,"180/65.1",NA,"0","0"
175705,1987,"Lucas Industries public limited company",3,"GB",".",1,2,"903/914",NA,"0","0"
175771,1979,"Kabushiki Kaisha Sigma Electronics Planning",3,"JP",".",1,2,"123/596",NA,"0","0"
176417,1976,"Holec N.V.",3,"NL",".",2,2,"123/325",NA,"0","0"
176417,1977,"Holec N.V.",3,"NL",".",2,3,"123/448",NA,"0","0"
176417,1978,"Holec N.V.",3,"NL",".",2,2,"123/431",NA,"0","0"
176417,1979,"Holec N.V.",3,"NL",".",2,2,"123/499",NA,"0","0"
176417,1980,"Holec N.V.",3,"NL",".",4,4,"123/499",NA,"0","0"
176909,1977,"Facet Enterprises, Inc.",2,"US","OK",1,1,"123/185.1",5.1,"1","0"
176909,1978,"Facet Enterprises, Inc.",2,"US","OK",1,3,"123/41.12",5.34,"1","0"
177363,1981,"Layco, Inc.",2,"US","OK",1,1,"60/698",10.89,"1","0"
178082,1976,"Superior Industries, Inc.",2,"US","TX",1,1,"123/651",4.56,"1","0"
178262,1979,"Massey-Ferguson Inc.",2,"US","MI",1,2,"123/41.64",7.29,"1","0"
178844,1984,"United Stirling AB",3,"SE",".",1,1,"60/698",NA,"0","0"
179716,1978,"Institut Francais du Petrole",3,"FR",".",1,2,"123/406.39",NA,"0","0"
179716,1980,"Institut Francais du Petrole",3,"FR",".",1,2,"123/406.37",NA,"0","0"
179716,1987,"Institut Francais du Petrole",3,"FR",".",1,2,"701/104",NA,"0","0"
179764,1976,"Dana Corporation",2,"US","OH",2,4,"123/352",4.83,"1","0"
179764,1977,"Dana Corporation",2,"US","OH",4,4,"123/190.17",5.08,"1","0"
179764,1978,"Dana Corporation",2,"US","OH",4,4,"123/193.6",5.14,"1","0"
179764,1979,"Dana Corporation",2,"US","OH",4,5,"123/190.2",6.9,"1","0"
179764,1980,"Dana Corporation",2,"US","OH",1,1,"123/323",9.45,"1","0"
180981,1976,"Suddeutsche Kuhlerfabrik Julius Fr. Behr GmbH & Co. KG",3,"DE",".",2,3,"123/41.2",NA,"0","0"
180981,1977,"Suddeutsche Kuhlerfabrik Julius Fr. Behr GmbH & Co. KG",3,"JP",".",1,2,"123/41.54",NA,"0","0"
180981,1979,"Suddeutsche Kuhlerfabrik Julius Fr. Behr GmbH & Co. KG",3,"DE",".",1,2,"123/41.51",NA,"0","0"
180981,1980,"Suddeutsche Kuhlerfabrik Julius Fr. Behr GmbH & Co. KG",3,"DE",".",1,3,"123/41.48",NA,"0","0"
181677,1980,"Unique Mobility, Inc.",2,"US","CO",1,6,"180/65.1",9.36,"1","0"
183565,1976,"Crompton Electricars Ltd.",3,".",".",1,1,"180/65.8",NA,"0","0"
183851,1980,"Avicon Development Group",2,"US","TX",1,2,"701/123",9.26,"1","0"
185189,1976,"Yanmar Diesel Engine Co., Ltd.",3,"JP",".",1,5,"123/564",NA,"0","0"
185189,1977,"Yanmar Diesel Engine Co., Ltd.",3,"JP",".",2,3,"123/41.64",NA,"0","0"
186446,1977,"Sulzer Brothers Limited",3,"CH",".",3,4,"123/23",NA,"0","0"
186446,1978,"Sulzer Brothers Limited",3,"CH",".",5,5,"123/23",NA,"0","0"
186446,1979,"Sulzer Brothers Limited",3,"CH",".",3,3,"123/188.8",NA,"0","0"
186446,1980,"Sulzer Brothers Limited",3,"CH",".",4,5,"123/195H",NA,"0","0"
186456,1976,"Societe d'Etudes de Machines Thermiques",3,"FR",".",4,4,"123/198A",NA,"0","0"
186456,1977,"Societe d'Etudes de Machines Thermiques",3,"FR",".",5,6,"123/188.9",NA,"0","0"
186456,1978,"Societe d'Etudes de Machines Thermiques",3,"FR",".",5,5,"123/179.16",NA,"0","0"
186456,1979,"Societe d'Etudes de Machines Thermiques",3,"FR",".",2,2,"123/41.41",NA,"0","0"
186456,1980,"Societe d'Etudes de Machines Thermiques",3,"FR",".",4,4,"123/332",NA,"0","0"
186777,1977,"Baczek and James Company, Inc.",2,"US","MA",1,2,"123/267",5.21,"1","0"
186965,1980,"Nissan Diesel Kogyo Kabushiki Kaisha",3,"JP",".",1,2,"123/505",NA,"0","0"
187914,1978,"Mighty-Mini Rotary Engine, Limited",2,"US","CA",1,1,"123/205",5.48,"1","0"
191032,1978,"Trans Research Development Corporation",2,"US","TX",1,1,"180/65.245",4.88,"1","0"
192044,1980,"The Goodman Systems, Inc.",2,"US","NY",1,1,"123/25J",10.26,"1","0"
192605,1978,"The Magnavox Company",2,"US","IN",1,2,"123/615",5.38,"1","0"
192952,1978,"Southwest Research Institute",2,"US","TX",1,1,"123/262",4.88,"1","0"
192952,1980,"Southwest Research Institute",2,"US","TX",1,2,"123/1A",9.26,"1","0"
